play_idx,rmse,position,seed
0,0.8340827226638794,FS,456
1,0.3638405203819275,SS,456
2,1.793869972229004,CB,456
3,1.491067886352539,CB,456
4,1.5015361309051514,SS,456
5,0.7000929713249207,SS,456
6,1.3245487213134766,CB,456
7,0.6415737271308899,CB,456
8,0.8220683932304382,FS,456
9,0.8073466420173645,SS,456
10,0.3285794258117676,SS,456
11,0.8807767629623413,CB,456
12,1.0643455982208252,CB,456
13,1.0483046770095825,FS,456
14,6.060166358947754,FS,456
15,2.863595724105835,SS,456
16,4.235020637512207,CB,456
17,2.5020382404327393,FS,456
18,5.9127044677734375,CB,456
19,0.39334753155708313,FS,456
20,0.6048268675804138,CB,456
21,0.31451502442359924,SS,456
22,0.9554719924926758,CB,456
23,0.31567972898483276,CB,456
24,0.30217766761779785,FS,456
25,0.3786599636077881,SS,456
26,1.238946795463562,SS,456
27,0.17874322831630707,CB,456
28,0.6476760506629944,CB,456
29,0.9813830256462097,FS,456
30,0.8092916011810303,SS,456
31,0.66262286901474,CB,456
32,0.5075695514678955,CB,456
33,2.1256768703460693,FS,456
34,1.440614104270935,CB,456
35,0.6877676844596863,SS,456
36,1.0532708168029785,CB,456
37,0.3492504358291626,FS,456
38,1.5282148122787476,CB,456
39,1.0939034223556519,SS,456
40,1.3701292276382446,SS,456
41,0.4734870195388794,CB,456
42,0.4473254680633545,CB,456
43,0.8727496862411499,FS,456
44,1.77445387840271,SS,456
45,2.2182977199554443,SS,456
46,0.802926242351532,CB,456
47,1.1567569971084595,CB,456
48,0.8180201053619385,FS,456
49,2.157397747039795,SS,456
50,2.6608784198760986,CB,456
51,1.0607550144195557,CB,456
52,3.011568307876587,FS,456
53,0.7139665484428406,SS,456
54,0.6420845985412598,SS,456
55,0.23753555119037628,CB,456
56,0.6988779306411743,CB,456
57,1.5869210958480835,FS,456
58,1.4304075241088867,SS,456
59,2.1339030265808105,SS,456
60,2.2991018295288086,CB,456
61,2.098729372024536,CB,456
62,0.4823104441165924,FS,456
63,0.9168845415115356,FS,456
64,0.2598091959953308,SS,456
65,0.39930519461631775,CB,456
66,0.13781818747520447,CB,456
67,0.29715147614479065,FS,456
68,0.8483165502548218,SS,456
69,0.5748670101165771,CB,456
70,1.406389832496643,CB,456
71,0.6499288082122803,FS,456
72,0.17021679878234863,SS,456
73,0.1818295419216156,CB,456
74,1.0013514757156372,CB,456
75,0.6859813928604126,FS,456
76,1.4361940622329712,SS,456
77,0.46982091665267944,CB,456
78,0.5828562378883362,CB,456
79,2.1611788272857666,SS,456
80,0.5716775059700012,SS,456
81,0.33527907729148865,CB,456
82,1.2348449230194092,CB,456
83,2.355708360671997,FS,456
84,1.518173098564148,FS,456
85,0.14504662156105042,SS,456
86,1.2164528369903564,CB,456
87,2.888972043991089,CB,456
88,2.7464935779571533,SS,456
89,3.7780492305755615,SS,456
90,4.546873092651367,CB,456
91,8.497132301330566,CB,456
92,4.008958339691162,FS,456
93,2.123533010482788,SS,456
94,1.4351288080215454,SS,456
95,0.2843373417854309,CB,456
96,1.515217900276184,CB,456
97,1.3491967916488647,FS,456
98,0.46917033195495605,SS,456
99,0.19432060420513153,SS,456
100,0.44513702392578125,CB,456
101,0.7506266832351685,CB,456
102,1.015489101409912,FS,456
103,1.1326539516448975,SS,456
104,0.8250229954719543,SS,456
105,2.4079296588897705,CB,456
106,2.554142713546753,CB,456
107,0.269400954246521,FS,456
108,1.0849151611328125,SS,456
109,2.047281503677368,SS,456
110,4.595644474029541,CB,456
