play_idx,rmse,position,seed
722,0.7179139852523804,CB,42
723,0.5002196431159973,CB,42
724,0.5767531991004944,FS,42
725,0.2608133852481842,CB,42
726,0.4712282419204712,CB,42
727,0.8443004488945007,CB,42
728,0.5171804428100586,CB,42
729,0.8515070676803589,FS,42
730,1.166586995124817,CB,42
731,1.184371829032898,CB,42
732,0.6477283835411072,CB,42
733,0.6380029916763306,CB,42
734,1.3323174715042114,SS,42
735,2.796048402786255,CB,42
736,1.0919619798660278,CB,42
737,1.4582915306091309,FS,42
738,1.0467500686645508,CB,42
739,0.7901610136032104,CB,42
740,0.5755375027656555,CB,42
741,0.8727832436561584,FS,42
742,3.437666416168213,CB,42
743,1.839693307876587,CB,42
744,2.9822192192077637,CB,42
745,3.6234867572784424,FS,42
746,2.7381558418273926,CB,42
747,0.3781912922859192,CB,42
748,2.287454605102539,CB,42
749,3.920614242553711,CB,42
750,1.4647141695022583,CB,42
751,3.1612067222595215,FS,42
752,5.435574531555176,CB,42
753,6.936855316162109,SS,42
754,5.547884941101074,CB,42
755,4.265931606292725,CB,42
756,7.850227355957031,FS,42
757,1.4021131992340088,CB,42
758,0.6843414902687073,SS,42
759,2.6116528511047363,CB,42
760,1.2335729598999023,CB,42
761,1.5504611730575562,FS,42
762,2.4742953777313232,CB,42
763,0.8160515427589417,CB,42
764,1.6037993431091309,CB,42
765,5.450495719909668,FS,42
766,2.0657551288604736,CB,42
767,1.906038522720337,CB,42
768,1.2771353721618652,CB,42
769,0.7342080473899841,FS,42
770,1.6421915292739868,CB,42
771,0.5287395715713501,CB,42
772,0.5105540752410889,CB,42
773,0.9643652439117432,CB,42
774,3.1202139854431152,FS,42
775,1.2506059408187866,CB,42
776,2.4278485774993896,CB,42
777,0.5689353346824646,CB,42
778,1.1968719959259033,CB,42
779,1.4825732707977295,FS,42
780,0.3163958787918091,CB,42
781,0.08254356682300568,CB,42
782,0.2702390253543854,CB,42
783,0.20162548124790192,CB,42
784,0.951594889163971,FS,42
785,0.3238829970359802,CB,42
786,1.53560209274292,CB,42
787,0.3887770175933838,CB,42
788,1.3415770530700684,CB,42
789,0.7521983981132507,CB,42
790,0.6458814144134521,FS,42
791,0.32545700669288635,CB,42
792,0.9404388070106506,SS,42
793,0.7963513731956482,CB,42
794,0.6037417054176331,CB,42
795,0.7992367744445801,FS,42
796,4.111103057861328,CB,42
797,4.284213542938232,SS,42
798,4.316774845123291,CB,42
799,10.78156566619873,CB,42
800,5.722344398498535,FS,42
801,5.0614190101623535,FS,42
802,3.885009765625,CB,42
803,4.296291351318359,CB,42
804,1.0975993871688843,CB,42
805,0.5047860741615295,CB,42
806,0.924721360206604,FS,42
807,1.0403341054916382,CB,42
808,0.9144078493118286,SS,42
809,0.8325012922286987,CB,42
810,0.4539257287979126,CB,42
811,0.9037771821022034,FS,42
812,0.9457568526268005,CB,42
813,0.9674035906791687,SS,42
814,2.6272976398468018,CB,42
815,0.6766960620880127,CB,42
816,0.7622741460800171,FS,42
817,1.0548909902572632,CB,42
818,2.1140036582946777,SS,42
819,0.5666218996047974,CB,42
820,1.1230158805847168,CB,42
821,1.1574769020080566,FS,42
822,0.9413321614265442,FS,42
823,1.145813226699829,CB,42
824,3.1569857597351074,CB,42
825,1.350029468536377,CB,42
826,0.6724623441696167,CB,42
827,2.2896783351898193,FS,42
828,0.795946478843689,CB,42
829,1.5066461563110352,CB,42
830,0.4978328347206116,CB,42
831,0.5078330636024475,CB,42
832,0.41215482354164124,CB,42
833,0.4981050491333008,FS,42
834,1.4107012748718262,SS,42
835,0.9463903307914734,CB,42
836,1.0641804933547974,FS,42
